Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
826.4,0.8303,1.7593,
826.5,0.8303,1.7593,
826.6,0.8303,1.7593,
826.7,0.8303,1.7593,
826.8,0.8303,1.7593,
826.9,0.8302,1.7592,
827,0.8303,1.7593,
827.1,0.8303,1.7593,
827.2,0.8304,1.7594,
827.3,0.8303,1.7593,
827.4,0.8303,1.7593,
827.5,0.8304,1.7594,
827.6,0.8304,1.7594,
827.7,0.8304,1.7594,
827.8,0.8303,1.7593,
827.9,0.8304,1.7594,
828,0.8304,1.7594,
828.1,0.8303,1.7593,
828.2,0.8302,1.7592,
828.3,0.8304,1.7594,
828.4,0.8304,1.7594,
828.5,0.8304,1.7594,
828.6,0.8304,1.7594,
828.7,0.8304,1.7594,
828.8,0.8304,1.7594,
828.9,0.8305,1.7595,
829,0.8304,1.7594,
829.1,0.8304,1.7594,
829.2,0.8305,1.7595,
829.3,0.8304,1.7594,
829.4,0.8303,1.7593,
829.5,0.8304,1.7594,
829.6,0.8304,1.7594,
829.7,0.8305,1.7595,
829.8,0.8305,1.7595,
829.9,0.8304,1.7594,
830,0.8305,1.7595,
830.1,0.8305,1.7595,
830.2,0.8304,1.7594,
830.3,0.8304,1.7594,
830.4,0.8305,1.7595,
830.5,0.8305,1.7595,
830.6,0.8305,1.7595,
830.7,0.8305,1.7595,
830.8,0.8305,1.7595,
830.9,0.8305,1.7595,
831,0.8304,1.7594,
831.1,0.8304,1.7594,
831.2,0.8303,1.7593,
831.3,0.8304,1.7594,
831.4,0.8305,1.7595,
831.5,0.8305,1.7595,
831.6,0.8305,1.7595,
831.7,0.8304,1.7594,
831.8,0.8306,1.7596,
831.9,0.8305,1.7595,
832,0.8305,1.7595,
832.1,0.8306,1.7596,
832.2,0.8305,1.7595,
832.3,0.8306,1.7596,
832.4,0.8306,1.7596,
832.5,0.8305,1.7595,
832.6,0.8305,1.7595,
832.7,0.8305,1.7595,
832.8,0.8306,1.7596,
832.9,0.8305,1.7595,
833,0.8306,1.7596,
833.1,0.8306,1.7596,
833.2,0.8306,1.7596,
833.3,0.8306,1.7596,
833.4,0.8307,1.7597,
833.5,0.8306,1.7596,
833.6,0.8304,1.7594,
833.7,0.8304,1.7594,
833.8,0.8304,1.7594,
833.9,0.8305,1.7595,
834,0.8304,1.7594,
834.1,0.8305,1.7595,
834.2,0.8305,1.7595,
834.3,0.8305,1.7595,
834.4,0.8305,1.7595,
834.5,0.8305,1.7595,
834.6,0.8305,1.7595,
834.7,0.8306,1.7596,
834.8,0.8305,1.7595,
834.9,0.8306,1.7596,
835,0.8305,1.7595,
835.1,0.8305,1.7595,
835.2,0.8307,1.7597,
835.3,0.8307,1.7597,
835.4,0.8306,1.7596,
835.5,0.8305,1.7595,
835.6,0.8307,1.7597,
835.7,0.8307,1.7597,
835.8,0.8307,1.7597,
835.9,0.8306,1.7596,
836,0.8306,1.7596,
836.1,0.8306,1.7596,
836.2,0.8306,1.7596,
836.3,0.8307,1.7597,
836.4,0.8306,1.7596,
836.5,0.8307,1.7597,
836.6,0.8307,1.7597,
836.7,0.8306,1.7596,
836.8,0.8306,1.7596,
836.9,0.8306,1.7596,
837,0.8306,1.7596,
837.1,0.8306,1.7596,
837.2,0.8306,1.7596,
837.3,0.8307,1.7597,
837.4,0.8307,1.7597,
837.5,0.8307,1.7597,
837.6,0.8307,1.7597,
837.7,0.8307,1.7597,
837.8,0.8307,1.7597,
837.9,0.8308,1.7598,
838,0.8307,1.7597,
838.1,0.8308,1.7598,
838.2,0.8307,1.7597,
838.3,0.8307,1.7597,
838.4,0.8307,1.7597,
838.5,0.8307,1.7597,
838.6,0.8308,1.7598,
838.7,0.8308,1.7598,
838.8,0.8308,1.7598,
838.9,0.8308,1.7598,
839,0.8308,1.7598,
839.1,0.8308,1.7598,
839.2,0.8308,1.7598,
839.3,0.8308,1.7598,
839.4,0.8308,1.7598,
839.5,0.8309,1.7599,
839.6,0.8309,1.7599,
839.7,0.8308,1.7598,
839.8,0.8307,1.7597,
839.9,0.8308,1.7598,
840,0.8308,1.7598,
840.1,0.8308,1.7598,
840.2,0.8308,1.7598,
840.3,0.8307,1.7597,
840.4,0.8308,1.7598,
840.5,0.8308,1.7598,
840.6,0.8308,1.7598,
840.7,0.8309,1.7599,
840.8,0.8309,1.7599,
840.9,0.8309,1.7599,
841,0.8309,1.7599,
841.1,0.8308,1.7598,
841.2,0.8308,1.7598,
841.3,0.8308,1.7598,
841.4,0.8308,1.7598,
841.5,0.8308,1.7598,
841.6,0.8308,1.7598,
841.7,0.8308,1.7598,
841.8,0.8309,1.7599,
841.9,0.8308,1.7598,
842,0.8309,1.7599,
842.1,0.8308,1.7598,
842.2,0.8308,1.7598,
842.3,0.8308,1.7598,
842.4,0.8309,1.7599,
842.5,0.8309,1.7599,
842.6,0.831,1.76,
842.7,0.831,1.76,
842.8,0.8309,1.7599,
842.9,0.8309,1.7599,
843,0.8309,1.7599,
843.1,0.8309,1.7599,
843.2,0.8311,1.7601,
843.3,0.831,1.76,
843.4,0.8311,1.7601,
843.5,0.831,1.76,
843.6,0.8309,1.7599,
843.7,0.831,1.76,
843.8,0.831,1.76,
843.9,0.831,1.76,
844,0.8311,1.7601,
844.1,0.8311,1.7601,
844.2,0.8311,1.7601,
844.3,0.831,1.76,
844.4,0.831,1.76,
844.5,0.8312,1.7602,
844.6,0.8312,1.7602,
844.7,0.831,1.76,
844.8,0.8309,1.7599,
844.9,0.8309,1.7599,
845,0.8309,1.7599,
845.1,0.8309,1.7599,
845.2,0.831,1.76,
845.3,0.8309,1.7599,
845.4,0.831,1.76,
845.5,0.8311,1.7601,
845.6,0.8311,1.7601,
845.7,0.831,1.76,
845.8,0.8309,1.7599,
845.9,0.8309,1.7599,
846,0.831,1.76,
846.1,0.8311,1.7601,
846.2,0.8311,1.7601,
846.3,0.8311,1.7601,
846.4,0.8311,1.7601,
846.5,0.8311,1.7601,
846.6,0.8312,1.7602,
846.7,0.8312,1.7602,
846.8,0.8312,1.7602,
846.9,0.8312,1.7602,
847,0.8311,1.7601,
847.1,0.8311,1.7601,
847.2,0.8312,1.7602,
847.3,0.8312,1.7602,
847.4,0.8312,1.7602,
847.5,0.8312,1.7602,
847.6,0.8312,1.7602,
847.7,0.8313,1.7603,
847.8,0.8312,1.7602,
847.9,0.8313,1.7603,
848,0.8312,1.7602,
848.1,0.8312,1.7602,
848.2,0.8312,1.7602,
848.3,0.8311,1.7601,
848.4,0.8312,1.7602,
848.5,0.8312,1.7602,
848.6,0.8312,1.7602,
848.7,0.8311,1.7601,
848.8,0.8312,1.7602,
848.9,0.8312,1.7602,
849,0.8312,1.7602,
849.1,0.8313,1.7603,
849.2,0.8311,1.7601,
849.3,0.8312,1.7602,
849.4,0.8312,1.7602,
849.5,0.8311,1.7601,
849.6,0.8312,1.7602,
849.7,0.8313,1.7603,
849.8,0.8313,1.7603,
849.9,0.8312,1.7602,
850,0.8311,1.7601,
850.1,0.8311,1.7601,
850.2,0.8312,1.7602,
850.3,0.8312,1.7602,
850.4,0.8311,1.7601,
850.5,0.8312,1.7602,
850.6,0.8311,1.7601,
850.7,0.8312,1.7602,
850.8,0.8313,1.7603,
850.9,0.8312,1.7602,
851,0.8312,1.7602,
851.1,0.8312,1.7602,
851.2,0.8313,1.7603,
851.3,0.8313,1.7603,
851.4,0.8313,1.7603,
851.5,0.8313,1.7603,
851.6,0.8313,1.7603,
851.7,0.8313,1.7603,
851.8,0.8314,1.7604,
851.9,0.8313,1.7603,
852,0.8313,1.7603,
852.1,0.8313,1.7603,
852.2,0.8314,1.7604,
852.3,0.8313,1.7603,
852.4,0.8313,1.7603,
852.5,0.8313,1.7603,
852.6,0.8313,1.7603,
852.7,0.8313,1.7603,
852.8,0.8314,1.7604,
852.9,0.8314,1.7604,
853,0.8313,1.7603,
853.1,0.8313,1.7603,
853.2,0.8314,1.7604,
853.3,0.8313,1.7603,
853.4,0.8314,1.7604,
853.5,0.8314,1.7604,
853.6,0.8314,1.7604,
853.7,0.8314,1.7604,
853.8,0.8313,1.7603,
853.9,0.8313,1.7603,
854,0.8313,1.7603,
854.1,0.8313,1.7603,
854.2,0.8312,1.7602,
854.3,0.8314,1.7604,
854.4,0.8314,1.7604,
854.5,0.8314,1.7604,
854.6,0.8314,1.7604,
854.7,0.8315,1.7605,
854.8,0.8314,1.7604,
854.9,0.8315,1.7605,
855,0.8315,1.7605,
855.1,0.8315,1.7605,
855.2,0.8314,1.7604,
855.3,0.8314,1.7604,
855.4,0.8314,1.7604,
855.5,0.8313,1.7603,
855.6,0.8315,1.7605,
855.7,0.8315,1.7605,
855.8,0.8315,1.7605,
855.9,0.8316,1.7606,
856,0.8315,1.7605,
856.1,0.8314,1.7604,
856.2,0.8315,1.7605,
856.3,0.8315,1.7605,
856.4,0.8316,1.7606,
856.5,0.8316,1.7606,
856.6,0.8315,1.7605,
856.7,0.8315,1.7605,
856.8,0.8316,1.7606,
856.9,0.8315,1.7605,
857,0.8315,1.7605,
857.1,0.8314,1.7604,
857.2,0.8315,1.7605,
857.3,0.8315,1.7605,
857.4,0.8315,1.7605,
857.5,0.8315,1.7605,
857.6,0.8315,1.7605,
857.7,0.8315,1.7605,
857.8,0.8315,1.7605,
857.9,0.8315,1.7605,
858,0.8315,1.7605,
858.1,0.8315,1.7605,
858.2,0.8316,1.7606,
858.3,0.8316,1.7606,
858.4,0.8316,1.7606,
858.5,0.8316,1.7606,
858.6,0.8315,1.7605,
858.7,0.8315,1.7605,
858.8,0.8316,1.7606,
858.9,0.8316,1.7606,
859,0.8317,1.7607,
859.1,0.8316,1.7606,
859.2,0.8317,1.7607,
859.3,0.8318,1.7608,
859.4,0.8317,1.7607,
859.5,0.8316,1.7606,
859.6,0.8317,1.7607,
859.7,0.8317,1.7607,
859.8,0.8317,1.7607,
859.9,0.8317,1.7607,
860,0.8316,1.7606,
860.1,0.8316,1.7606,
860.2,0.8316,1.7606,
860.3,0.8317,1.7607,
860.4,0.8317,1.7607,
860.5,0.8316,1.7606,
860.6,0.8316,1.7606,
860.7,0.8317,1.7607,
860.8,0.8317,1.7607,
860.9,0.8317,1.7607,
861,0.8316,1.7606,
861.1,0.8317,1.7607,
861.2,0.8317,1.7607,
861.3,0.8317,1.7607,
861.4,0.8317,1.7607,
861.5,0.8317,1.7607,
861.6,0.8318,1.7608,
861.7,0.8318,1.7608,
861.8,0.8317,1.7607,
861.9,0.8317,1.7607,
862,0.8316,1.7606,
862.1,0.8316,1.7606,
862.2,0.8317,1.7607,
862.3,0.8317,1.7607,
862.4,0.8317,1.7607,
862.5,0.8317,1.7607,
862.6,0.8317,1.7607,
862.7,0.8317,1.7607,
862.8,0.8317,1.7607,
862.9,0.8318,1.7608,
863,0.8318,1.7608,
863.1,0.8318,1.7608,
863.2,0.8318,1.7608,
863.3,0.8317,1.7607,
863.4,0.8318,1.7608,
863.5,0.8318,1.7608,
863.6,0.8318,1.7608,
863.7,0.8318,1.7608,
863.8,0.8318,1.7608,
863.9,0.8318,1.7608,
864,0.8318,1.7608,
864.1,0.8319,1.7609,
864.2,0.8318,1.7608,
864.3,0.8318,1.7608,
864.4,0.8318,1.7608,
864.5,0.8318,1.7608,
864.6,0.8318,1.7608,
864.7,0.8317,1.7607,
864.8,0.8317,1.7607,
864.9,0.8318,1.7608,
865,0.8318,1.7608,
865.1,0.8318,1.7608,
865.2,0.8318,1.7608,
865.3,0.8318,1.7608,
865.4,0.8318,1.7608,
865.5,0.8318,1.7608,
865.6,0.8318,1.7608,
865.7,0.8318,1.7608,
865.8,0.8317,1.7607,
865.9,0.8318,1.7608,
866,0.8318,1.7608,
866.1,0.8318,1.7608,
866.2,0.8319,1.7609,
866.3,0.8318,1.7608,
866.4,0.8318,1.7608,
866.5,0.8318,1.7608,
866.6,0.8319,1.7609,
866.7,0.8319,1.7609,
866.8,0.8319,1.7609,
866.9,0.8319,1.7609,
867,0.8319,1.7609,
867.1,0.8319,1.7609,
867.2,0.8319,1.7609,
867.3,0.8319,1.7609,
867.4,0.8319,1.7609,
867.5,0.832,1.761,
867.6,0.832,1.761,
867.7,0.8319,1.7609,
867.8,0.8318,1.7608,
867.9,0.8319,1.7609,
868,0.8319,1.7609,
868.1,0.8319,1.7609,
868.2,0.8319,1.7609,
868.3,0.8319,1.7609,
868.4,0.8319,1.7609,
868.5,0.8319,1.7609,
868.6,0.832,1.761,
868.7,0.832,1.761,
868.8,0.8319,1.7609,
868.9,0.8318,1.7608,
869,0.8318,1.7608,
869.1,0.8318,1.7608,
869.2,0.8317,1.7607,
869.3,0.8318,1.7608,
869.4,0.8318,1.7608,
869.5,0.8318,1.7608,
869.6,0.8318,1.7608,
869.7,0.8318,1.7608,
869.8,0.8318,1.7608,
869.9,0.8317,1.7607,
870,0.8318,1.7608,
870.1,0.8319,1.7609,
870.2,0.8319,1.7609,
870.3,0.8319,1.7609,
870.4,0.8318,1.7608,
870.5,0.8318,1.7608,
870.6,0.8319,1.7609,
870.7,0.8318,1.7608,
870.8,0.8318,1.7608,
870.9,0.8318,1.7608,
871,0.8319,1.7609,
871.1,0.8319,1.7609,
871.2,0.8318,1.7608,
871.3,0.8318,1.7608,
871.4,0.8318,1.7608,
871.5,0.8319,1.7609,
871.6,0.8318,1.7608,
871.7,0.8318,1.7608,
871.8,0.8318,1.7608,
871.9,0.8318,1.7608,
872,0.8318,1.7608,
872.1,0.8319,1.7609,
872.2,0.8319,1.7609,
872.3,0.8319,1.7609,
872.4,0.8318,1.7608,
872.5,0.8319,1.7609,
872.6,0.8319,1.7609,
872.7,0.8319,1.7609,
872.8,0.8319,1.7609,
872.9,0.8319,1.7609,
873,0.832,1.761,
873.1,0.832,1.761,
873.2,0.832,1.761,
873.3,0.832,1.761,
873.4,0.8319,1.7609,
873.5,0.832,1.761,
873.6,0.832,1.761,
873.7,0.832,1.761,
873.8,0.8319,1.7609,
873.9,0.832,1.761,
874,0.8321,1.7611,
874.1,0.832,1.761,
874.2,0.832,1.761,
874.3,0.832,1.761,
874.4,0.832,1.761,
874.5,0.832,1.761,
874.6,0.8319,1.7609,
874.7,0.832,1.761,
874.8,0.832,1.761,
874.9,0.832,1.761,
875,0.832,1.761,
875.1,0.832,1.761,
875.2,0.8321,1.7611,
875.3,0.8321,1.7611,
875.4,0.8321,1.7611,
875.5,0.8321,1.7611,
875.6,0.8321,1.7611,
875.7,0.832,1.761,
875.8,0.8321,1.7611,
875.9,0.8321,1.7611,
876,0.8322,1.7612,
876.1,0.8321,1.7611,
876.2,0.832,1.761,
876.3,0.8321,1.7611,
876.4,0.8321,1.7611,
876.5,0.8321,1.7611,
876.6,0.8322,1.7612,
876.7,0.8322,1.7612,
876.8,0.8322,1.7612,
876.9,0.8322,1.7612,
877,0.8321,1.7611,
877.1,0.8322,1.7612,
877.2,0.8322,1.7612,
877.3,0.8321,1.7611,
877.4,0.8322,1.7612,
877.5,0.8322,1.7612,
877.6,0.8321,1.7611,
877.7,0.8322,1.7612,
877.8,0.8322,1.7612,
877.9,0.8323,1.7613,
878,0.8322,1.7612,
878.1,0.8321,1.7611,
878.2,0.8321,1.7611,
878.3,0.8321,1.7611,
878.4,0.832,1.761,
878.5,0.8321,1.7611,
878.6,0.832,1.761,
878.7,0.832,1.761,
878.8,0.832,1.761,
878.9,0.8321,1.7611,
879,0.8321,1.7611,
879.1,0.8321,1.7611,
879.2,0.8322,1.7612,
879.3,0.8322,1.7612,
879.4,0.8322,1.7612,
879.5,0.8322,1.7612,
879.6,0.8322,1.7612,
879.7,0.8322,1.7612,
879.8,0.8322,1.7612,
879.9,0.8321,1.7611,
880,0.8322,1.7612,
880.1,0.8322,1.7612,
880.2,0.8321,1.7611,
880.3,0.8321,1.7611,
880.4,0.8322,1.7612,
880.5,0.8322,1.7612,
880.6,0.8322,1.7612,
880.7,0.8322,1.7612,
880.8,0.8323,1.7613,
880.9,0.8322,1.7612,
881,0.8322,1.7612,
881.1,0.8322,1.7612,
881.2,0.8321,1.7611,
881.3,0.8321,1.7611,
881.4,0.8321,1.7611,
881.5,0.8322,1.7612,
881.6,0.8321,1.7611,
881.7,0.832,1.761,
881.8,0.8322,1.7612,
881.9,0.8322,1.7612,
882,0.8322,1.7612,
882.1,0.8322,1.7612,
882.2,0.8322,1.7612,
882.3,0.8321,1.7611,
882.4,0.8322,1.7612,
882.5,0.8322,1.7612,
882.6,0.8322,1.7612,
882.7,0.8322,1.7612,
882.8,0.8322,1.7612,
882.9,0.8323,1.7613,
883,0.8323,1.7613,
883.1,0.8323,1.7613,
883.2,0.8323,1.7613,
883.3,0.8323,1.7613,
883.4,0.8322,1.7612,
883.5,0.8323,1.7613,
883.6,0.8323,1.7613,
883.7,0.8323,1.7613,
883.8,0.8323,1.7613,
883.9,0.8323,1.7613,
884,0.8323,1.7613,
884.1,0.8323,1.7613,
884.2,0.8323,1.7613,
884.3,0.8322,1.7612,
884.4,0.8323,1.7613,
884.5,0.8322,1.7612,
884.6,0.8322,1.7612,
884.7,0.8323,1.7613,
884.8,0.8322,1.7612,
884.9,0.8323,1.7613,
885,0.8323,1.7613,
885.1,0.8323,1.7613,
885.2,0.8323,1.7613,
885.3,0.8323,1.7613,
885.4,0.8323,1.7613,
885.5,0.8323,1.7613,
885.6,0.8322,1.7612,
885.7,0.8323,1.7613,
885.8,0.8323,1.7613,
885.9,0.8324,1.7614,
886,0.8323,1.7613,
886.1,0.8324,1.7614,
886.2,0.8323,1.7613,
886.3,0.8324,1.7614,
886.4,0.8325,1.7615,
886.5,0.8325,1.7615,
886.6,0.8324,1.7614,
886.7,0.8322,1.7612,
886.8,0.8322,1.7612,
886.9,0.8323,1.7613,
887,0.8323,1.7613,
887.1,0.8323,1.7613,
887.2,0.8324,1.7614,
887.3,0.8323,1.7613,
887.4,0.8323,1.7613,
887.5,0.8324,1.7614,
887.6,0.8323,1.7613,
887.7,0.8324,1.7614,
887.8,0.8324,1.7614,
887.9,0.8323,1.7613,
888,0.8323,1.7613,
888.1,0.8324,1.7614,
888.2,0.8324,1.7614,
888.3,0.8324,1.7614,
888.4,0.8324,1.7614,
888.5,0.8324,1.7614,
888.6,0.8323,1.7613,
888.7,0.8322,1.7612,
888.8,0.8323,1.7613,
888.9,0.8323,1.7613,
889,0.8323,1.7613,
889.1,0.8323,1.7613,
889.2,0.8325,1.7615,
889.3,0.8324,1.7614,
889.4,0.8324,1.7614,
889.5,0.8324,1.7614,
889.6,0.8324,1.7614,
889.7,0.8324,1.7614,
889.8,0.8324,1.7614,
889.9,0.8324,1.7614,
890,0.8324,1.7614,
890.1,0.8324,1.7614,
890.2,0.8325,1.7615,
890.3,0.8325,1.7615,
890.4,0.8324,1.7614,
890.5,0.8325,1.7615,
890.6,0.8325,1.7615,
890.7,0.8325,1.7615,
890.8,0.8324,1.7614,
890.9,0.8325,1.7615,
891,0.8324,1.7614,
891.1,0.8325,1.7615,
891.2,0.8325,1.7615,
891.3,0.8325,1.7615,
891.4,0.8325,1.7615,
891.5,0.8325,1.7615,
891.6,0.8325,1.7615,
891.7,0.8325,1.7615,
891.8,0.8324,1.7614,
891.9,0.8323,1.7613,
892,0.8324,1.7614,
892.1,0.8324,1.7614,
892.2,0.8325,1.7615,
892.3,0.8325,1.7615,
892.4,0.8324,1.7614,
892.5,0.8325,1.7615,
892.6,0.8325,1.7615,
892.7,0.8325,1.7615,
892.8,0.8326,1.7616,
892.9,0.8325,1.7615,
893,0.8325,1.7615,
893.1,0.8326,1.7616,
893.2,0.8326,1.7616,
893.3,0.8327,1.7617,
893.4,0.8326,1.7616,
893.5,0.8326,1.7616,
893.6,0.8326,1.7616,
893.7,0.8326,1.7616,
893.8,0.8326,1.7616,
893.9,0.8326,1.7616,
894,0.8326,1.7616,
894.1,0.8326,1.7616,
894.2,0.8326,1.7616,
894.3,0.8326,1.7616,
894.4,0.8326,1.7616,
894.5,0.8325,1.7615,
894.6,0.8325,1.7615,
894.7,0.8326,1.7616,
894.8,0.8327,1.7617,
894.9,0.8326,1.7616,
895,0.8327,1.7617,
895.1,0.8326,1.7616,
895.2,0.8326,1.7616,
895.3,0.8327,1.7617,
895.4,0.8326,1.7616,
895.5,0.8327,1.7617,
895.6,0.8327,1.7617,
895.7,0.8326,1.7616,
895.8,0.8326,1.7616,
895.9,0.8326,1.7616,
896,0.8327,1.7617,
896.1,0.8327,1.7617,
896.2,0.8327,1.7617,
896.3,0.8327,1.7617,
896.4,0.8328,1.7618,
896.5,0.8327,1.7617,
896.6,0.8327,1.7617,
896.7,0.8327,1.7617,
896.8,0.8327,1.7617,
896.9,0.8328,1.7618,
897,0.8328,1.7618,
897.1,0.8328,1.7618,
897.2,0.8327,1.7617,
897.3,0.8326,1.7616,
897.4,0.8327,1.7617,
897.5,0.8327,1.7617,
897.6,0.8327,1.7617,
897.7,0.8328,1.7618,
897.8,0.8327,1.7617,
897.9,0.8326,1.7616,
898,0.8327,1.7617,
898.1,0.8327,1.7617,
898.2,0.8327,1.7617,
898.3,0.8327,1.7617,
898.4,0.8327,1.7617,
898.5,0.8328,1.7618,
898.6,0.8327,1.7617,
898.7,0.8327,1.7617,
898.8,0.8328,1.7618,
898.9,0.8328,1.7618,
899,0.8328,1.7618,
899.1,0.8328,1.7618,
899.2,0.8328,1.7618,
899.3,0.8328,1.7618,
899.4,0.8328,1.7618,
899.5,0.8329,1.7619,
899.6,0.8328,1.7618,
899.7,0.8328,1.7618,
899.8,0.8328,1.7618,
899.9,0.8328,1.7618,
900,0.8327,1.7617,
900.1,0.8327,1.7617,
900.2,0.8327,1.7617,
900.3,0.8328,1.7618,
900.4,0.8328,1.7618,
900.5,0.8328,1.7618,
900.6,0.8328,1.7618,
900.7,0.8328,1.7618,
900.8,0.8328,1.7618,
900.9,0.8327,1.7617,
901,0.8328,1.7618,
901.1,0.8328,1.7618,
901.2,0.8328,1.7618,
901.3,0.8328,1.7618,
901.4,0.8328,1.7618,
901.5,0.8328,1.7618,
901.6,0.8328,1.7618,
901.7,0.8328,1.7618,
901.8,0.8329,1.7619,
901.9,0.8329,1.7619,
902,0.8329,1.7619,
902.1,0.833,1.762,
902.2,0.833,1.762,
902.3,0.8329,1.7619,
902.4,0.8329,1.7619,
902.5,0.8329,1.7619,
902.6,0.8329,1.7619,
902.7,0.8329,1.7619,
902.8,0.833,1.762,
902.9,0.833,1.762,
903,0.8329,1.7619,
903.1,0.8328,1.7618,
903.2,0.8329,1.7619,
903.3,0.833,1.762,
903.4,0.8329,1.7619,
903.5,0.8329,1.7619,
903.6,0.833,1.762,
903.7,0.8331,1.7621,
903.8,0.833,1.762,
903.9,0.833,1.762,
904,0.833,1.762,
904.1,0.8329,1.7619,
904.2,0.833,1.762,
904.3,0.833,1.762,
904.4,0.833,1.762,
904.5,0.833,1.762,
904.6,0.833,1.762,
904.7,0.833,1.762,
904.8,0.8331,1.7621,
904.9,0.8332,1.7622,
905,0.833,1.762,
905.1,0.833,1.762,
905.2,0.833,1.762,
905.3,0.8331,1.7621,
905.4,0.833,1.762,
905.5,0.833,1.762,
905.6,0.8331,1.7621,
905.7,0.8331,1.7621,
905.8,0.8331,1.7621,
905.9,0.8331,1.7621,
906,0.8331,1.7621,
906.1,0.8331,1.7621,
906.2,0.833,1.762,
906.3,0.833,1.762,
906.4,0.833,1.762,
906.5,0.833,1.762,
906.6,0.833,1.762,
906.7,0.833,1.762,
906.8,0.8331,1.7621,
906.9,0.8331,1.7621,
907,0.8331,1.7621,
907.1,0.8331,1.7621,
907.2,0.8331,1.7621,
907.3,0.8331,1.7621,
907.4,0.833,1.762,
907.5,0.8331,1.7621,
907.6,0.8332,1.7622,
907.7,0.8331,1.7621,
907.8,0.8331,1.7621,
907.9,0.8331,1.7621,
908,0.8332,1.7622,
908.1,0.8332,1.7622,
908.2,0.8332,1.7622,
908.3,0.8333,1.7623,
908.4,0.8333,1.7623,
908.5,0.8331,1.7621,
908.6,0.8332,1.7622,
908.7,0.8332,1.7622,
908.8,0.8332,1.7622,
908.9,0.8332,1.7622,
909,0.8332,1.7622,
909.1,0.8332,1.7622,
909.2,0.8332,1.7622,
909.3,0.8332,1.7622,
909.4,0.8333,1.7623,
909.5,0.8332,1.7622,
909.6,0.8333,1.7623,
909.7,0.8333,1.7623,
909.8,0.8332,1.7622,
909.9,0.8332,1.7622,
910,0.8331,1.7621,
910.1,0.8331,1.7621,
910.2,0.8332,1.7622,
910.3,0.8332,1.7622,
910.4,0.8332,1.7622,
910.5,0.8332,1.7622,
910.6,0.8333,1.7623,
910.7,0.8332,1.7622,
910.8,0.8332,1.7622,
910.9,0.8333,1.7623,
911,0.8333,1.7623,
911.1,0.8333,1.7623,
911.2,0.8333,1.7623,
911.3,0.8333,1.7623,
911.4,0.8333,1.7623,
911.5,0.8333,1.7623,
911.6,0.8332,1.7622,
911.7,0.8331,1.7621,
911.8,0.8332,1.7622,
911.9,0.8333,1.7623,
912,0.8333,1.7623,
912.1,0.8333,1.7623,
912.2,0.8333,1.7623,
912.3,0.8333,1.7623,
912.4,0.8333,1.7623,
912.5,0.8333,1.7623,
912.6,0.8334,1.7624,
912.7,0.8334,1.7624,
912.8,0.8333,1.7623,
912.9,0.8334,1.7624,
913,0.8334,1.7624,
913.1,0.8335,1.7625,
913.2,0.8334,1.7624,
913.3,0.8334,1.7624,
913.4,0.8333,1.7623,
913.5,0.8334,1.7624,
913.6,0.8333,1.7623,
913.7,0.8334,1.7624,
913.8,0.8334,1.7624,
913.9,0.8334,1.7624,
914,0.8334,1.7624,
914.1,0.8333,1.7623,
914.2,0.8333,1.7623,
914.3,0.8333,1.7623,
914.4,0.8333,1.7623,
914.5,0.8333,1.7623,
914.6,0.8334,1.7624,
914.7,0.8334,1.7624,
914.8,0.8334,1.7624,
914.9,0.8334,1.7624,
915,0.8334,1.7624,
915.1,0.8334,1.7624,
915.2,0.8335,1.7625,
915.3,0.8335,1.7625,
915.4,0.8335,1.7625,
915.5,0.8335,1.7625,
915.6,0.8334,1.7624,
915.7,0.8335,1.7625,
915.8,0.8335,1.7625,
915.9,0.8336,1.7626,
916,0.8335,1.7625,
916.1,0.8334,1.7624,
916.2,0.8334,1.7624,
916.3,0.8334,1.7624,
916.4,0.8334,1.7624,
916.5,0.8335,1.7625,
916.6,0.8335,1.7625,
916.7,0.8334,1.7624,
916.8,0.8334,1.7624,
916.9,0.8333,1.7623,
917,0.8334,1.7624,
917.1,0.8334,1.7624,
917.2,0.8334,1.7624,
917.3,0.8334,1.7624,
917.4,0.8335,1.7625,
917.5,0.8334,1.7624,
917.6,0.8334,1.7624,
917.7,0.8335,1.7625,
917.8,0.8336,1.7626,
917.9,0.8336,1.7626,
918,0.8335,1.7625,
918.1,0.8335,1.7625,
918.2,0.8334,1.7624,
918.3,0.8334,1.7624,
918.4,0.8334,1.7624,
918.5,0.8335,1.7625,
918.6,0.8335,1.7625,
918.7,0.8335,1.7625,
918.8,0.8335,1.7625,
918.9,0.8335,1.7625,
919,0.8336,1.7626,
919.1,0.8336,1.7626,
919.2,0.8336,1.7626,
919.3,0.8336,1.7626,
919.4,0.8336,1.7626,
919.5,0.8337,1.7627,
919.6,0.8337,1.7627,
919.7,0.8336,1.7626,
919.8,0.8334,1.7624,
919.9,0.8334,1.7624,
920,0.8334,1.7624,
920.1,0.8335,1.7625,
920.2,0.8334,1.7624,
920.3,0.8333,1.7623,
920.4,0.8333,1.7623,
920.5,0.8334,1.7624,
920.6,0.8334,1.7624,
