Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
1548,0.8441,1.7731,
1548,0.8441,1.7731,
1548,0.844,1.773,
1548,0.8441,1.7731,
1549,0.8441,1.7731,
1549,0.8442,1.7732,
1549,0.8441,1.7731,
1549,0.844,1.773,
1549,0.844,1.773,
1549,0.8441,1.7731,
1549,0.8441,1.7731,
1549,0.8441,1.7731,
1549,0.8442,1.7732,
1549,0.8441,1.7731,
1550,0.8441,1.7731,
1550,0.8441,1.7731,
1550,0.844,1.773,
1550,0.844,1.773,
1550,0.8439,1.7729,
1550,0.844,1.773,
1550,0.8439,1.7729,
1550,0.844,1.773,
1550,0.844,1.773,
1550,0.8441,1.7731,
1551,0.844,1.773,
1551,0.844,1.773,
1551,0.844,1.773,
1551,0.844,1.773,
1551,0.844,1.773,
1551,0.8441,1.7731,
1551,0.8442,1.7732,
1551,0.8441,1.7731,
1551,0.8441,1.7731,
1551,0.844,1.773,
1552,0.844,1.773,
1552,0.8441,1.7731,
1552,0.8441,1.7731,
1552,0.8441,1.7731,
1552,0.8441,1.7731,
1552,0.844,1.773,
1552,0.8441,1.7731,
1552,0.844,1.773,
1552,0.844,1.773,
1552,0.844,1.773,
1553,0.8441,1.7731,
1553,0.844,1.773,
1553,0.844,1.773,
1553,0.844,1.773,
1553,0.8439,1.7729,
1553,0.844,1.773,
1553,0.8439,1.7729,
1553,0.8438,1.7728,
1553,0.844,1.773,
1553,0.8439,1.7729,
1554,0.8439,1.7729,
1554,0.8439,1.7729,
1554,0.8439,1.7729,
1554,0.844,1.773,
1554,0.844,1.773,
1554,0.8439,1.7729,
1554,0.844,1.773,
1554,0.844,1.773,
1554,0.844,1.773,
1554,0.844,1.773,
1555,0.8441,1.7731,
1555,0.844,1.773,
1555,0.844,1.773,
1555,0.844,1.773,
1555,0.844,1.773,
1555,0.8439,1.7729,
1555,0.8439,1.7729,
1555,0.844,1.773,
1555,0.8441,1.7731,
1555,0.8441,1.7731,
1556,0.8441,1.7731,
1556,0.844,1.773,
1556,0.8441,1.7731,
1556,0.8441,1.7731,
1556,0.8441,1.7731,
1556,0.844,1.773,
1556,0.844,1.773,
1556,0.844,1.773,
1556,0.8441,1.7731,
1556,0.8439,1.7729,
1557,0.844,1.773,
1557,0.844,1.773,
1557,0.844,1.773,
1557,0.8441,1.7731,
1557,0.844,1.773,
1557,0.8441,1.7731,
1557,0.844,1.773,
1557,0.844,1.773,
1557,0.844,1.773,
1557,0.844,1.773,
1558,0.844,1.773,
1558,0.8441,1.7731,
1558,0.844,1.773,
1558,0.844,1.773,
1558,0.844,1.773,
1558,0.8441,1.7731,
1558,0.8441,1.7731,
1558,0.8441,1.7731,
1558,0.8441,1.7731,
1558,0.8441,1.7731,
1559,0.8442,1.7732,
1559,0.8441,1.7731,
1559,0.8441,1.7731,
1559,0.8441,1.7731,
1559,0.844,1.773,
1559,0.844,1.773,
1559,0.8441,1.7731,
1559,0.8441,1.7731,
1559,0.8441,1.7731,
1559,0.8441,1.7731,
1560,0.8441,1.7731,
1560,0.8442,1.7732,
1560,0.8442,1.7732,
1560,0.844,1.773,
1560,0.8441,1.7731,
1560,0.8441,1.7731,
1560,0.844,1.773,
1560,0.8441,1.7731,
1560,0.8441,1.7731,
1560,0.8441,1.7731,
1561,0.8441,1.7731,
1561,0.8442,1.7732,
1561,0.8441,1.7731,
1561,0.8441,1.7731,
1561,0.8441,1.7731,
1561,0.8442,1.7732,
1561,0.8442,1.7732,
1561,0.8442,1.7732,
1561,0.8442,1.7732,
1561,0.8441,1.7731,
1562,0.8441,1.7731,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1562,0.8442,1.7732,
1563,0.8442,1.7732,
1563,0.8442,1.7732,
1563,0.8443,1.7733,
1563,0.8443,1.7733,
1563,0.8442,1.7732,
1563,0.8443,1.7733,
1563,0.8442,1.7732,
1563,0.8442,1.7732,
1563,0.8443,1.7733,
1563,0.8443,1.7733,
1564,0.8442,1.7732,
1564,0.8442,1.7732,
1564,0.8442,1.7732,
1564,0.8443,1.7733,
1564,0.8443,1.7733,
1564,0.8442,1.7732,
1564,0.8442,1.7732,
1564,0.8443,1.7733,
1564,0.8443,1.7733,
1564,0.8443,1.7733,
1565,0.8442,1.7732,
1565,0.8441,1.7731,
1565,0.8442,1.7732,
1565,0.8442,1.7732,
1565,0.8441,1.7731,
1565,0.8442,1.7732,
1565,0.8443,1.7733,
1565,0.8442,1.7732,
1565,0.8442,1.7732,
1565,0.8442,1.7732,
1566,0.8442,1.7732,
1566,0.8441,1.7731,
1566,0.8442,1.7732,
1566,0.8443,1.7733,
1566,0.8443,1.7733,
1566,0.8443,1.7733,
1566,0.8443,1.7733,
1566,0.8444,1.7734,
1566,0.8443,1.7733,
1566,0.8443,1.7733,
1567,0.8442,1.7732,
1567,0.8443,1.7733,
1567,0.8443,1.7733,
1567,0.8443,1.7733,
1567,0.8443,1.7733,
1567,0.8443,1.7733,
1567,0.8441,1.7731,
1567,0.8443,1.7733,
1567,0.8443,1.7733,
1567,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8442,1.7732,
1568,0.8443,1.7733,
1568,0.8443,1.7733,
1568,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8444,1.7734,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1569,0.8443,1.7733,
1570,0.8443,1.7733,
1570,0.8443,1.7733,
1570,0.8443,1.7733,
1570,0.8444,1.7734,
1570,0.8444,1.7734,
1570,0.8444,1.7734,
1570,0.8444,1.7734,
1570,0.8444,1.7734,
1570,0.8443,1.7733,
1570,0.8443,1.7733,
1571,0.8443,1.7733,
1571,0.8443,1.7733,
1571,0.8443,1.7733,
1571,0.8444,1.7734,
1571,0.8445,1.7735,
1571,0.8443,1.7733,
1571,0.8442,1.7732,
1571,0.8443,1.7733,
1571,0.8442,1.7732,
1571,0.8442,1.7732,
1572,0.8442,1.7732,
1572,0.8442,1.7732,
1572,0.8443,1.7733,
1572,0.8443,1.7733,
1572,0.8442,1.7732,
1572,0.8443,1.7733,
1572,0.8443,1.7733,
1572,0.8443,1.7733,
1572,0.8443,1.7733,
1572,0.8443,1.7733,
1573,0.8443,1.7733,
1573,0.8444,1.7734,
1573,0.8444,1.7734,
1573,0.8443,1.7733,
1573,0.8442,1.7732,
1573,0.8443,1.7733,
1573,0.8443,1.7733,
1573,0.8444,1.7734,
1573,0.8444,1.7734,
1573,0.8443,1.7733,
1574,0.8443,1.7733,
1574,0.8443,1.7733,
1574,0.8444,1.7734,
1574,0.8443,1.7733,
1574,0.8443,1.7733,
1574,0.8444,1.7734,
1574,0.8444,1.7734,
1574,0.8442,1.7732,
1574,0.8443,1.7733,
1574,0.8443,1.7733,
1575,0.8442,1.7732,
1575,0.8442,1.7732,
1575,0.8442,1.7732,
1575,0.8442,1.7732,
1575,0.8443,1.7733,
1575,0.8443,1.7733,
1575,0.8442,1.7732,
1575,0.8443,1.7733,
1575,0.8443,1.7733,
1575,0.8444,1.7734,
1576,0.8443,1.7733,
1576,0.8442,1.7732,
1576,0.8443,1.7733,
1576,0.8443,1.7733,
1576,0.8444,1.7734,
1576,0.8443,1.7733,
1576,0.8444,1.7734,
1576,0.8444,1.7734,
1576,0.8443,1.7733,
1576,0.8443,1.7733,
1577,0.8444,1.7734,
1577,0.8444,1.7734,
1577,0.8444,1.7734,
1577,0.8444,1.7734,
1577,0.8443,1.7733,
1577,0.8443,1.7733,
1577,0.8444,1.7734,
1577,0.8444,1.7734,
1577,0.8443,1.7733,
1577,0.8442,1.7732,
1578,0.8442,1.7732,
1578,0.8442,1.7732,
1578,0.8443,1.7733,
1578,0.8443,1.7733,
1578,0.8443,1.7733,
1578,0.8444,1.7734,
1578,0.8443,1.7733,
1578,0.8444,1.7734,
1578,0.8443,1.7733,
1578,0.8443,1.7733,
1579,0.8443,1.7733,
1579,0.8444,1.7734,
1579,0.8444,1.7734,
1579,0.8444,1.7734,
1579,0.8443,1.7733,
1579,0.8443,1.7733,
1579,0.8443,1.7733,
1579,0.8443,1.7733,
1579,0.8443,1.7733,
1579,0.8443,1.7733,
1580,0.8443,1.7733,
1580,0.8443,1.7733,
1580,0.8444,1.7734,
1580,0.8445,1.7735,
1580,0.8444,1.7734,
1580,0.8443,1.7733,
1580,0.8443,1.7733,
1580,0.8444,1.7734,
1580,0.8443,1.7733,
1580,0.8444,1.7734,
1581,0.8443,1.7733,
1581,0.8443,1.7733,
1581,0.8444,1.7734,
1581,0.8444,1.7734,
1581,0.8444,1.7734,
1581,0.8445,1.7735,
1581,0.8444,1.7734,
1581,0.8444,1.7734,
1581,0.8444,1.7734,
1581,0.8444,1.7734,
1582,0.8445,1.7735,
1582,0.8444,1.7734,
1582,0.8444,1.7734,
1582,0.8443,1.7733,
1582,0.8443,1.7733,
1582,0.8443,1.7733,
1582,0.8444,1.7734,
1582,0.8445,1.7735,
1582,0.8444,1.7734,
1582,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8443,1.7733,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1583,0.8444,1.7734,
1584,0.8445,1.7735,
1584,0.8444,1.7734,
1584,0.8444,1.7734,
1584,0.8443,1.7733,
1584,0.8444,1.7734,
1584,0.8444,1.7734,
1584,0.8443,1.7733,
1584,0.8443,1.7733,
1584,0.8444,1.7734,
1584,0.8444,1.7734,
1585,0.8445,1.7735,
1585,0.8444,1.7734,
1585,0.8444,1.7734,
1585,0.8446,1.7736,
1585,0.8446,1.7736,
1585,0.8445,1.7735,
1585,0.8444,1.7734,
1585,0.8445,1.7735,
1585,0.8445,1.7735,
1585,0.8444,1.7734,
1586,0.8443,1.7733,
1586,0.8444,1.7734,
1586,0.8444,1.7734,
1586,0.8444,1.7734,
1586,0.8444,1.7734,
1586,0.8443,1.7733,
1586,0.8443,1.7733,
1586,0.8443,1.7733,
1586,0.8444,1.7734,
1586,0.8444,1.7734,
1587,0.8445,1.7735,
1587,0.8444,1.7734,
1587,0.8444,1.7734,
1587,0.8445,1.7735,
1587,0.8444,1.7734,
1587,0.8445,1.7735,
1587,0.8445,1.7735,
1587,0.8444,1.7734,
1587,0.8444,1.7734,
1587,0.8445,1.7735,
1588,0.8446,1.7736,
1588,0.8446,1.7736,
1588,0.8445,1.7735,
1588,0.8444,1.7734,
1588,0.8444,1.7734,
1588,0.8444,1.7734,
1588,0.8445,1.7735,
1588,0.8444,1.7734,
1588,0.8444,1.7734,
1588,0.8444,1.7734,
1589,0.8444,1.7734,
1589,0.8444,1.7734,
1589,0.8445,1.7735,
1589,0.8445,1.7735,
1589,0.8444,1.7734,
1589,0.8444,1.7734,
1589,0.8445,1.7735,
1589,0.8445,1.7735,
1589,0.8445,1.7735,
1589,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8444,1.7734,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1590,0.8445,1.7735,
1591,0.8445,1.7735,
1591,0.8445,1.7735,
1591,0.8445,1.7735,
1591,0.8445,1.7735,
1591,0.8446,1.7736,
1591,0.8446,1.7736,
1591,0.8446,1.7736,
1591,0.8445,1.7735,
1591,0.8445,1.7735,
1591,0.8445,1.7735,
1592,0.8445,1.7735,
1592,0.8445,1.7735,
1592,0.8446,1.7736,
1592,0.8446,1.7736,
1592,0.8446,1.7736,
1592,0.8445,1.7735,
1592,0.8445,1.7735,
1592,0.8445,1.7735,
1592,0.8446,1.7736,
1592,0.8447,1.7737,
1593,0.8447,1.7737,
1593,0.8446,1.7736,
1593,0.8446,1.7736,
1593,0.8446,1.7736,
1593,0.8446,1.7736,
1593,0.8446,1.7736,
1593,0.8446,1.7736,
1593,0.8447,1.7737,
1593,0.8447,1.7737,
1593,0.8446,1.7736,
1594,0.8446,1.7736,
1594,0.8447,1.7737,
1594,0.8446,1.7736,
1594,0.8446,1.7736,
1594,0.8445,1.7735,
1594,0.8446,1.7736,
1594,0.8445,1.7735,
1594,0.8446,1.7736,
1594,0.8445,1.7735,
1594,0.8445,1.7735,
1595,0.8445,1.7735,
1595,0.8445,1.7735,
1595,0.8446,1.7736,
1595,0.8445,1.7735,
1595,0.8446,1.7736,
1595,0.8446,1.7736,
1595,0.8446,1.7736,
1595,0.8446,1.7736,
1595,0.8446,1.7736,
1595,0.8446,1.7736,
1596,0.8445,1.7735,
1596,0.8446,1.7736,
1596,0.8446,1.7736,
1596,0.8446,1.7736,
1596,0.8447,1.7737,
1596,0.8446,1.7736,
1596,0.8446,1.7736,
1596,0.8445,1.7735,
1596,0.8445,1.7735,
1596,0.8446,1.7736,
1597,0.8446,1.7736,
1597,0.8446,1.7736,
1597,0.8445,1.7735,
1597,0.8445,1.7735,
1597,0.8445,1.7735,
1597,0.8446,1.7736,
1597,0.8446,1.7736,
1597,0.8445,1.7735,
1597,0.8446,1.7736,
1597,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8445,1.7735,
1598,0.8445,1.7735,
1598,0.8446,1.7736,
1598,0.8446,1.7736,
1598,0.8447,1.7737,
1599,0.8446,1.7736,
1599,0.8446,1.7736,
1599,0.8445,1.7735,
1599,0.8445,1.7735,
1599,0.8445,1.7735,
1599,0.8446,1.7736,
1599,0.8446,1.7736,
1599,0.8445,1.7735,
1599,0.8445,1.7735,
1599,0.8446,1.7736,
1600,0.8445,1.7735,
1600,0.8445,1.7735,
1600,0.8445,1.7735,
1600,0.8445,1.7735,
1600,0.8446,1.7736,
1600,0.8445,1.7735,
1600,0.8445,1.7735,
1600,0.8446,1.7736,
1600,0.8446,1.7736,
1600,0.8445,1.7735,
1601,0.8446,1.7736,
1601,0.8446,1.7736,
1601,0.8446,1.7736,
1601,0.8447,1.7737,
1601,0.8447,1.7737,
1601,0.8446,1.7736,
1601,0.8446,1.7736,
1601,0.8445,1.7735,
1601,0.8446,1.7736,
1601,0.8447,1.7737,
1602,0.8445,1.7735,
1602,0.8445,1.7735,
1602,0.8444,1.7734,
1602,0.8444,1.7734,
1602,0.8445,1.7735,
1602,0.8445,1.7735,
1602,0.8445,1.7735,
1602,0.8445,1.7735,
1602,0.8446,1.7736,
1602,0.8445,1.7735,
1603,0.8445,1.7735,
1603,0.8445,1.7735,
1603,0.8446,1.7736,
1603,0.8446,1.7736,
1603,0.8446,1.7736,
1603,0.8446,1.7736,
1603,0.8447,1.7737,
1603,0.8447,1.7737,
1603,0.8446,1.7736,
1603,0.8446,1.7736,
1604,0.8445,1.7735,
1604,0.8446,1.7736,
1604,0.8446,1.7736,
1604,0.8446,1.7736,
1604,0.8446,1.7736,
1604,0.8446,1.7736,
1604,0.8445,1.7735,
1604,0.8446,1.7736,
1604,0.8445,1.7735,
1604,0.8444,1.7734,
1605,0.8446,1.7736,
1605,0.8445,1.7735,
1605,0.8445,1.7735,
1605,0.8445,1.7735,
1605,0.8444,1.7734,
1605,0.8445,1.7735,
1605,0.8445,1.7735,
1605,0.8445,1.7735,
1605,0.8444,1.7734,
1605,0.8445,1.7735,
1606,0.8445,1.7735,
1606,0.8444,1.7734,
1606,0.8445,1.7735,
1606,0.8445,1.7735,
1606,0.8446,1.7736,
1606,0.8446,1.7736,
1606,0.8445,1.7735,
1606,0.8445,1.7735,
1606,0.8444,1.7734,
1606,0.8445,1.7735,
1607,0.8445,1.7735,
1607,0.8446,1.7736,
1607,0.8444,1.7734,
1607,0.8445,1.7735,
1607,0.8446,1.7736,
1607,0.8446,1.7736,
1607,0.8445,1.7735,
1607,0.8445,1.7735,
1607,0.8445,1.7735,
1607,0.8446,1.7736,
1608,0.8445,1.7735,
1608,0.8444,1.7734,
1608,0.8444,1.7734,
1608,0.8444,1.7734,
1608,0.8445,1.7735,
1608,0.8446,1.7736,
1608,0.8446,1.7736,
1608,0.8445,1.7735,
1608,0.8446,1.7736,
1608,0.8446,1.7736,
1609,0.8445,1.7735,
1609,0.8446,1.7736,
1609,0.8446,1.7736,
1609,0.8446,1.7736,
1609,0.8445,1.7735,
1609,0.8445,1.7735,
1609,0.8446,1.7736,
1609,0.8446,1.7736,
1609,0.8445,1.7735,
1609,0.8446,1.7736,
1610,0.8446,1.7736,
1610,0.8447,1.7737,
1610,0.8446,1.7736,
1610,0.8446,1.7736,
1610,0.8446,1.7736,
1610,0.8447,1.7737,
1610,0.8447,1.7737,
1610,0.8446,1.7736,
1610,0.8447,1.7737,
1610,0.8447,1.7737,
1611,0.8447,1.7737,
1611,0.8447,1.7737,
1611,0.8446,1.7736,
1611,0.8446,1.7736,
1611,0.8447,1.7737,
1611,0.8446,1.7736,
1611,0.8445,1.7735,
1611,0.8446,1.7736,
1611,0.8447,1.7737,
1611,0.8447,1.7737,
1612,0.8447,1.7737,
1612,0.8447,1.7737,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8446,1.7736,
1612,0.8447,1.7737,
1613,0.8447,1.7737,
1613,0.8445,1.7735,
1613,0.8445,1.7735,
1613,0.8446,1.7736,
1613,0.8445,1.7735,
1613,0.8446,1.7736,
1613,0.8446,1.7736,
1613,0.8446,1.7736,
1613,0.8446,1.7736,
1613,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8446,1.7736,
1614,0.8447,1.7737,
1614,0.8447,1.7737,
1614,0.8447,1.7737,
1614,0.8446,1.7736,
1615,0.8446,1.7736,
1615,0.8447,1.7737,
1615,0.8447,1.7737,
1615,0.8446,1.7736,
1615,0.8446,1.7736,
1615,0.8445,1.7735,
1615,0.8447,1.7737,
1615,0.8446,1.7736,
1615,0.8446,1.7736,
1615,0.8446,1.7736,
1616,0.8446,1.7736,
1616,0.8447,1.7737,
1616,0.8446,1.7736,
1616,0.8446,1.7736,
1616,0.8446,1.7736,
1616,0.8446,1.7736,
1616,0.8446,1.7736,
1616,0.8447,1.7737,
1616,0.8446,1.7736,
1616,0.8446,1.7736,
1617,0.8446,1.7736,
1617,0.8446,1.7736,
1617,0.8447,1.7737,
1617,0.8447,1.7737,
1617,0.8447,1.7737,
1617,0.8447,1.7737,
1617,0.8446,1.7736,
1617,0.8447,1.7737,
1617,0.8446,1.7736,
1617,0.8447,1.7737,
1618,0.8447,1.7737,
1618,0.8447,1.7737,
1618,0.8446,1.7736,
1618,0.8445,1.7735,
1618,0.8446,1.7736,
1618,0.8446,1.7736,
1618,0.8445,1.7735,
1618,0.8446,1.7736,
1618,0.8446,1.7736,
1618,0.8446,1.7736,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8447,1.7737,
1619,0.8446,1.7736,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8447,1.7737,
1620,0.8448,1.7738,
1621,0.8447,1.7737,
1621,0.8448,1.7738,
1621,0.8447,1.7737,
1621,0.8446,1.7736,
1621,0.8447,1.7737,
1621,0.8448,1.7738,
1621,0.8447,1.7737,
1621,0.8448,1.7738,
1621,0.8447,1.7737,
1621,0.8446,1.7736,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1622,0.8447,1.7737,
1623,0.8446,1.7736,
1623,0.8446,1.7736,
1623,0.8446,1.7736,
1623,0.8446,1.7736,
1623,0.8446,1.7736,
1623,0.8447,1.7737,
1623,0.8447,1.7737,
1623,0.8448,1.7738,
1623,0.8448,1.7738,
1623,0.8447,1.7737,
1624,0.8448,1.7738,
1624,0.8448,1.7738,
1624,0.8446,1.7736,
1624,0.8446,1.7736,
1624,0.8447,1.7737,
1624,0.8447,1.7737,
1624,0.8447,1.7737,
1624,0.8447,1.7737,
1624,0.8448,1.7738,
1624,0.8447,1.7737,
1625,0.8447,1.7737,
1625,0.8447,1.7737,
1625,0.8447,1.7737,
1625,0.8446,1.7736,
1625,0.8446,1.7736,
1625,0.8446,1.7736,
1625,0.8448,1.7738,
1625,0.8448,1.7738,
1625,0.8446,1.7736,
1625,0.8446,1.7736,
1626,0.8446,1.7736,
1626,0.8447,1.7737,
1626,0.8448,1.7738,
1626,0.8447,1.7737,
1626,0.8447,1.7737,
1626,0.8447,1.7737,
1626,0.8447,1.7737,
1626,0.8448,1.7738,
1626,0.8448,1.7738,
1626,0.8448,1.7738,
1627,0.8448,1.7738,
1627,0.8448,1.7738,
1627,0.8448,1.7738,
1627,0.8448,1.7738,
1627,0.8448,1.7738,
1627,0.8447,1.7737,
1627,0.8447,1.7737,
1627,0.8447,1.7737,
1627,0.8447,1.7737,
1627,0.8447,1.7737,
1628,0.8448,1.7738,
1628,0.8447,1.7737,
1628,0.8448,1.7738,
1628,0.8449,1.7739,
1628,0.8448,1.7738,
1628,0.8447,1.7737,
1628,0.8447,1.7737,
1628,0.8447,1.7737,
1628,0.8447,1.7737,
1628,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1629,0.8447,1.7737,
1630,0.8448,1.7738,
1630,0.8447,1.7737,
1630,0.8447,1.7737,
1630,0.8448,1.7738,
1630,0.8449,1.7739,
1630,0.8448,1.7738,
1630,0.8447,1.7737,
1630,0.8447,1.7737,
1630,0.8448,1.7738,
1630,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1631,0.8448,1.7738,
1632,0.8448,1.7738,
1632,0.8448,1.7738,
1632,0.8447,1.7737,
1632,0.8448,1.7738,
1632,0.8447,1.7737,
1632,0.8448,1.7738,
1632,0.8448,1.7738,
1632,0.8448,1.7738,
1632,0.8448,1.7738,
1632,0.8448,1.7738,
1633,0.8448,1.7738,
1633,0.8449,1.7739,
1633,0.8448,1.7738,
1633,0.8448,1.7738,
1633,0.8447,1.7737,
1633,0.8447,1.7737,
1633,0.8447,1.7737,
1633,0.8447,1.7737,
1633,0.8448,1.7738,
1633,0.8447,1.7737,
1634,0.8447,1.7737,
1634,0.8448,1.7738,
1634,0.8448,1.7738,
1634,0.8448,1.7738,
1634,0.8447,1.7737,
1634,0.8448,1.7738,
1634,0.8448,1.7738,
1634,0.8448,1.7738,
1634,0.8449,1.7739,
1634,0.8449,1.7739,
1635,0.8449,1.7739,
1635,0.8448,1.7738,
1635,0.8449,1.7739,
1635,0.8449,1.7739,
1635,0.8448,1.7738,
1635,0.8449,1.7739,
1635,0.8449,1.7739,
1635,0.8449,1.7739,
1635,0.8449,1.7739,
1635,0.8448,1.7738,
1636,0.8449,1.7739,
1636,0.8449,1.7739,
1636,0.8449,1.7739,
1636,0.8449,1.7739,
1636,0.8448,1.7738,
1636,0.8448,1.7738,
1636,0.8448,1.7738,
1636,0.8448,1.7738,
1636,0.8448,1.7738,
1636,0.8448,1.7738,
1637,0.8448,1.7738,
1637,0.8449,1.7739,
1637,0.8449,1.7739,
1637,0.8449,1.7739,
1637,0.845,1.774,
1637,0.8449,1.7739,
1637,0.8448,1.7738,
1637,0.8449,1.7739,
1637,0.8449,1.7739,
1637,0.8449,1.7739,
1638,0.8449,1.7739,
1638,0.8448,1.7738,
1638,0.8449,1.7739,
1638,0.8449,1.7739,
1638,0.8449,1.7739,
1638,0.8449,1.7739,
1638,0.8449,1.7739,
1638,0.845,1.774,
1638,0.8449,1.7739,
1638,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8448,1.7738,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1639,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.845,1.774,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1640,0.8449,1.7739,
1641,0.845,1.774,
1641,0.8449,1.7739,
1641,0.8448,1.7738,
1641,0.8449,1.7739,
1641,0.8449,1.7739,
1641,0.8448,1.7738,
1641,0.8449,1.7739,
1641,0.8449,1.7739,
1641,0.8449,1.7739,
1641,0.8448,1.7738,
1642,0.8448,1.7738,
1642,0.8449,1.7739,
1642,0.8449,1.7739,
1642,0.8447,1.7737,
1642,0.8447,1.7737,
1642,0.8448,1.7738,
1642,0.8448,1.7738,
1642,0.8448,1.7738,
1642,0.8448,1.7738,
1642,0.8448,1.7738,
1643,0.8448,1.7738,
1643,0.8449,1.7739,
1643,0.8448,1.7738,
1643,0.8448,1.7738,
1643,0.8449,1.7739,
1643,0.8448,1.7738,
1643,0.8449,1.7739,
1643,0.8448,1.7738,
1643,0.8449,1.7739,
1643,0.8449,1.7739,
1644,0.845,1.774,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1644,0.8448,1.7738,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1644,0.8449,1.7739,
1645,0.845,1.774,
1645,0.845,1.774,
1645,0.8449,1.7739,
1645,0.8447,1.7737,
1645,0.8447,1.7737,
1645,0.8449,1.7739,
1645,0.8448,1.7738,
1645,0.8448,1.7738,
1645,0.8449,1.7739,
1645,0.8449,1.7739,
1646,0.8449,1.7739,
1646,0.8449,1.7739,
1646,0.8448,1.7738,
1646,0.8449,1.7739,
1646,0.8449,1.7739,
1646,0.8449,1.7739,
1646,0.845,1.774,
1646,0.845,1.774,
1646,0.8449,1.7739,
1646,0.8449,1.7739,
1647,0.8449,1.7739,
1647,0.8449,1.7739,
1647,0.8449,1.7739,
1647,0.8449,1.7739,
1647,0.845,1.774,
1647,0.845,1.774,
1647,0.8449,1.7739,
1647,0.845,1.774,
1647,0.845,1.774,
1647,0.845,1.774,
1648,0.8449,1.7739,
1648,0.845,1.774,
1648,0.845,1.774,
1648,0.845,1.774,
