Source file,Ni_foil_CP 10 mA cm2.txt
Reference electrode potential (V vs. RHE),
Working area (cm^2),2
Solution resistance (ohm),,Compensation level (%),

Mode,Current (A),Time (s),Current density (mA/cm^2),Time (sec),Original Potential (V),Potential / V
Chronopotentiometry,0.02,1800,10,42.4,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,42.5,0.7823,0.7823
Chronopotentiometry,0.02,1800,10,42.6,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,42.7,0.7823,0.7823
Chronopotentiometry,0.02,1800,10,42.8,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,42.9,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,43.0,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,43.1,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.2,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.3,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.4,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.5,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.6,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.7,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,43.8,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,43.9,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,44.0,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,44.1,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,44.2,0.7824,0.7824
Chronopotentiometry,0.02,1800,10,44.3,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,44.4,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,44.5,0.7826,0.7826
Chronopotentiometry,0.02,1800,10,44.6,0.7826,0.7826
Chronopotentiometry,0.02,1800,10,44.7,0.7825,0.7825
Chronopotentiometry,0.02,1800,10,44.8,0.7826,0.7826
Chronopotentiometry,0.02,1800,10,44.9,0.7827,0.7827
Chronopotentiometry,0.02,1800,10,45.0,0.7827,0.7827
Chronopotentiometry,0.02,1800,10,45.1,0.7827,0.7827
Chronopotentiometry,0.02,1800,10,45.2,0.7827,0.7827
Chronopotentiometry,0.02,1800,10,45.3,0.7827,0.7827
Chronopotentiometry,0.02,1800,10,45.4,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,45.5,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,45.6,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,45.7,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,45.8,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,45.9,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.0,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.1,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,46.2,0.7828,0.7828
Chronopotentiometry,0.02,1800,10,46.3,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.4,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.5,0.783,0.783
Chronopotentiometry,0.02,1800,10,46.6,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.7,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,46.8,0.783,0.783
Chronopotentiometry,0.02,1800,10,46.9,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,47.0,0.7829,0.7829
Chronopotentiometry,0.02,1800,10,47.1,0.783,0.783
Chronopotentiometry,0.02,1800,10,47.2,0.783,0.783
Chronopotentiometry,0.02,1800,10,47.3,0.783,0.783
Chronopotentiometry,0.02,1800,10,47.4,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,47.5,0.783,0.783
Chronopotentiometry,0.02,1800,10,47.6,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,47.7,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,47.8,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,47.9,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.0,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.1,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.2,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,48.3,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.4,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.5,0.7831,0.7831
Chronopotentiometry,0.02,1800,10,48.6,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,48.7,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,48.8,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,48.9,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,49.0,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,49.1,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,49.2,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,49.3,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,49.4,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,49.5,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,49.6,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,49.7,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,49.8,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,49.9,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,50.0,0.7832,0.7832
Chronopotentiometry,0.02,1800,10,50.1,0.7833,0.7833
Chronopotentiometry,0.02,1800,10,50.2,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.3,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.4,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.5,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.6,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.7,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,50.8,0.7835,0.7835
Chronopotentiometry,0.02,1800,10,50.9,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.0,0.7835,0.7835
Chronopotentiometry,0.02,1800,10,51.1,0.7834,0.7834
Chronopotentiometry,0.02,1800,10,51.2,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.3,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.4,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.5,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.6,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.7,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.8,0.7836,0.7836
Chronopotentiometry,0.02,1800,10,51.9,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.0,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.1,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.2,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.3,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.4,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.5,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,52.6,0.7838,0.7838
Chronopotentiometry,0.02,1800,10,52.7,0.7838,0.7838
Chronopotentiometry,0.02,1800,10,52.8,0.7838,0.7838
Chronopotentiometry,0.02,1800,10,52.9,0.7838,0.7838
Chronopotentiometry,0.02,1800,10,53.0,0.7838,0.7838
Chronopotentiometry,0.02,1800,10,53.1,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.2,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.3,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.4,0.7837,0.7837
Chronopotentiometry,0.02,1800,10,53.5,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.6,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.7,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.8,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,53.9,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,54.0,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,54.1,0.784,0.784
Chronopotentiometry,0.02,1800,10,54.2,0.784,0.784
Chronopotentiometry,0.02,1800,10,54.3,0.7839,0.7839
Chronopotentiometry,0.02,1800,10,54.4,0.784,0.784
Chronopotentiometry,0.02,1800,10,54.5,0.7841,0.7841
Chronopotentiometry,0.02,1800,10,54.6,0.7841,0.7841
Chronopotentiometry,0.02,1800,10,54.7,0.7841,0.7841
Chronopotentiometry,0.02,1800,10,54.8,0.784,0.784
Chronopotentiometry,0.02,1800,10,54.9,0.7841,0.7841
Chronopotentiometry,0.02,1800,10,55.0,0.7841,0.7841
Chronopotentiometry,0.02,1800,10,55.1,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.2,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.3,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.4,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.5,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.6,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,55.7,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,55.8,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,55.9,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.0,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.1,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,56.2,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.3,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,56.4,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.5,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.6,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,56.7,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.8,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,56.9,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.0,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.1,0.7842,0.7842
Chronopotentiometry,0.02,1800,10,57.2,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,57.3,0.7843,0.7843
Chronopotentiometry,0.02,1800,10,57.4,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.5,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.6,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.7,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,57.8,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,57.9,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,58.0,0.7844,0.7844
Chronopotentiometry,0.02,1800,10,58.1,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,58.2,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,58.3,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,58.4,0.7845,0.7845
Chronopotentiometry,0.02,1800,10,58.5,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,58.6,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,58.7,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,58.8,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,58.9,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,59.0,0.7846,0.7846
Chronopotentiometry,0.02,1800,10,59.1,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.2,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.3,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,59.4,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.5,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.6,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.7,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,59.8,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,59.9,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,60.0,0.7847,0.7847
Chronopotentiometry,0.02,1800,10,60.1,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,60.2,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,60.3,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,60.4,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,60.5,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,60.6,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,60.7,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,60.8,0.7848,0.7848
Chronopotentiometry,0.02,1800,10,60.9,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,61.0,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,61.1,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.2,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.3,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.4,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,61.5,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.6,0.7849,0.7849
Chronopotentiometry,0.02,1800,10,61.7,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.8,0.785,0.785
Chronopotentiometry,0.02,1800,10,61.9,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.0,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.1,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.2,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.3,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.4,0.7852,0.7852
Chronopotentiometry,0.02,1800,10,62.5,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.6,0.785,0.785
Chronopotentiometry,0.02,1800,10,62.7,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.8,0.7851,0.7851
Chronopotentiometry,0.02,1800,10,62.9,0.7852,0.7852
Chronopotentiometry,0.02,1800,10,63.0,0.7852,0.7852
Chronopotentiometry,0.02,1800,10,63.1,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.2,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.3,0.7852,0.7852
Chronopotentiometry,0.02,1800,10,63.4,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.5,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.6,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.7,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,63.8,0.7854,0.7854
Chronopotentiometry,0.02,1800,10,63.9,0.7854,0.7854
Chronopotentiometry,0.02,1800,10,64.0,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,64.1,0.7854,0.7854
Chronopotentiometry,0.02,1800,10,64.2,0.7853,0.7853
Chronopotentiometry,0.02,1800,10,64.3,0.7854,0.7854
Chronopotentiometry,0.02,1800,10,64.4,0.7854,0.7854
Chronopotentiometry,0.02,1800,10,64.5,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,64.6,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,64.7,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,64.8,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,64.9,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.0,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.1,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.2,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.3,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.4,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.5,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.6,0.7856,0.7856
Chronopotentiometry,0.02,1800,10,65.7,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.8,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,65.9,0.7855,0.7855
Chronopotentiometry,0.02,1800,10,66.0,0.7856,0.7856
Chronopotentiometry,0.02,1800,10,66.1,0.7856,0.7856
Chronopotentiometry,0.02,1800,10,66.2,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.3,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.4,0.7856,0.7856
Chronopotentiometry,0.02,1800,10,66.5,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.6,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.7,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.8,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,66.9,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.0,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,67.1,0.7857,0.7857
Chronopotentiometry,0.02,1800,10,67.2,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.3,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.4,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.5,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.6,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.7,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.8,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,67.9,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,68.0,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,68.1,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,68.2,0.7858,0.7858
Chronopotentiometry,0.02,1800,10,68.3,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,68.4,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,68.5,0.786,0.786
Chronopotentiometry,0.02,1800,10,68.6,0.786,0.786
Chronopotentiometry,0.02,1800,10,68.7,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,68.8,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,68.9,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,69.0,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,69.1,0.7859,0.7859
Chronopotentiometry,0.02,1800,10,69.2,0.786,0.786
Chronopotentiometry,0.02,1800,10,69.3,0.786,0.786
Chronopotentiometry,0.02,1800,10,69.4,0.786,0.786
Chronopotentiometry,0.02,1800,10,69.5,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,69.6,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,69.7,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,69.8,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,69.9,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,70.0,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,70.1,0.7862,0.7862
Chronopotentiometry,0.02,1800,10,70.2,0.7862,0.7862
Chronopotentiometry,0.02,1800,10,70.3,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,70.4,0.7862,0.7862
Chronopotentiometry,0.02,1800,10,70.5,0.7862,0.7862
Chronopotentiometry,0.02,1800,10,70.6,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,70.7,0.7861,0.7861
Chronopotentiometry,0.02,1800,10,70.8,0.7862,0.7862
Chronopotentiometry,0.02,1800,10,70.9,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.0,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.1,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.2,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.3,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.4,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.5,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.6,0.7863,0.7863
Chronopotentiometry,0.02,1800,10,71.7,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,71.8,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,71.9,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.0,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.1,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.2,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.3,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.4,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.5,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,72.6,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,72.7,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,72.8,0.7864,0.7864
Chronopotentiometry,0.02,1800,10,72.9,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,73.0,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,73.1,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.2,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.3,0.7865,0.7865
Chronopotentiometry,0.02,1800,10,73.4,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.5,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.6,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.7,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.8,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,73.9,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,74.0,0.7866,0.7866
Chronopotentiometry,0.02,1800,10,74.1,0.7867,0.7867
Chronopotentiometry,0.02,1800,10,74.2,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,74.3,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,74.4,0.7867,0.7867
Chronopotentiometry,0.02,1800,10,74.5,0.7867,0.7867
Chronopotentiometry,0.02,1800,10,74.6,0.7867,0.7867
Chronopotentiometry,0.02,1800,10,74.7,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,74.8,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,74.9,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,75.0,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,75.1,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,75.2,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,75.3,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,75.4,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,75.5,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,75.6,0.7867,0.7867
Chronopotentiometry,0.02,1800,10,75.7,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,75.8,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,75.9,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,76.0,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.1,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.2,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,76.3,0.7868,0.7868
Chronopotentiometry,0.02,1800,10,76.4,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.5,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.6,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.7,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.8,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,76.9,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.0,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.1,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.2,0.7869,0.7869
Chronopotentiometry,0.02,1800,10,77.3,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.4,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.5,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.6,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.7,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,77.8,0.787,0.787
Chronopotentiometry,0.02,1800,10,77.9,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.0,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.1,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.2,0.787,0.787
Chronopotentiometry,0.02,1800,10,78.3,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.4,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,78.5,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,78.6,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,78.7,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.8,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,78.9,0.7871,0.7871
Chronopotentiometry,0.02,1800,10,79.0,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,79.1,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,79.2,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,79.3,0.7872,0.7872
Chronopotentiometry,0.02,1800,10,79.4,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,79.5,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,79.6,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,79.7,0.7874,0.7874
Chronopotentiometry,0.02,1800,10,79.8,0.7874,0.7874
Chronopotentiometry,0.02,1800,10,79.9,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,80.0,0.7873,0.7873
Chronopotentiometry,0.02,1800,10,80.1,0.7874,0.7874
Chronopotentiometry,0.02,1800,10,80.2,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,80.3,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,80.4,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,80.5,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,80.6,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,80.7,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,80.8,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,80.9,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.0,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.1,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.2,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.3,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.4,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.5,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,81.6,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.7,0.7875,0.7875
Chronopotentiometry,0.02,1800,10,81.8,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,81.9,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,82.0,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,82.1,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,82.2,0.7876,0.7876
Chronopotentiometry,0.02,1800,10,82.3,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.4,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.5,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.6,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.7,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.8,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,82.9,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,83.0,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,83.1,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.2,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.3,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.4,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,83.5,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.6,0.7877,0.7877
Chronopotentiometry,0.02,1800,10,83.7,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.8,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,83.9,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,84.0,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,84.1,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,84.2,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,84.3,0.7879,0.7879
Chronopotentiometry,0.02,1800,10,84.4,0.7878,0.7878
Chronopotentiometry,0.02,1800,10,84.5,0.7879,0.7879
