Source file,Ni_foil_CP 10 mA cm2.txt
Reference electrode potential (V vs. RHE),
Working area (cm^2),2
Solution resistance (ohm),,Compensation level (%),

Mode,Current (A),Time (s),Current density (mA/cm^2),Time (sec),Original Potential (V),Potential / V
Chronopotentiometry,0.02,1800,10,976.5,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,976.6,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,976.7,0.835,0.835
Chronopotentiometry,0.02,1800,10,976.8,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,976.9,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.0,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.1,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.2,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.3,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.4,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.5,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,977.7,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,977.8,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,977.9,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.0,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.2,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.3,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.4,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.5,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,978.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,978.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,978.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,978.9,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,979.0,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,979.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.2,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.3,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,979.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.8,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,979.9,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.0,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,980.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.5,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,980.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,980.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,980.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,980.9,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,981.0,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,981.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,981.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,981.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,981.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,981.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,981.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,981.7,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,981.8,0.835,0.835
Chronopotentiometry,0.02,1800,10,981.9,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.0,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.2,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.3,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.4,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,982.7,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,982.8,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,982.9,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.0,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.1,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.2,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.3,0.835,0.835
Chronopotentiometry,0.02,1800,10,983.4,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.5,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.6,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.7,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,983.8,0.835,0.835
Chronopotentiometry,0.02,1800,10,983.9,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,984.0,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,984.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.2,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.3,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.4,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,984.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.7,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,984.8,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,984.9,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.0,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,985.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,985.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,985.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,985.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,985.9,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,986.0,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,986.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,986.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,986.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,986.4,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,986.5,0.8351,0.8351
Chronopotentiometry,0.02,1800,10,986.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,986.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,986.8,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,986.9,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,987.0,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,987.1,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,987.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.5,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.7,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,987.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,987.9,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.0,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.4,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,988.5,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.6,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,988.7,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,988.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,988.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,989.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,989.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.3,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.5,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,989.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.7,0.8352,0.8352
Chronopotentiometry,0.02,1800,10,989.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,989.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,990.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,990.1,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,990.2,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,990.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,990.4,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,990.5,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,990.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,990.7,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,990.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,990.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,991.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.4,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.5,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,991.7,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,991.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,991.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.2,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.3,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,992.4,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,992.5,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,992.7,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,992.9,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,993.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.1,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,993.2,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,993.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.4,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.5,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,993.7,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,993.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.2,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.4,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.5,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,994.6,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,994.7,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.8,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,994.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.2,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,995.3,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.4,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,995.5,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.7,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,995.8,0.8353,0.8353
Chronopotentiometry,0.02,1800,10,995.9,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,996.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,996.2,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.3,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.4,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.5,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,996.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,996.7,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.8,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,996.9,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,997.2,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.3,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.4,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.5,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,997.7,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,997.8,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,997.9,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,998.0,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,998.1,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,998.2,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,998.3,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,998.4,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,998.5,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,998.6,0.8354,0.8354
Chronopotentiometry,0.02,1800,10,998.7,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,998.8,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,998.9,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,999.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,999.1,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,999.2,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.3,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.4,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.5,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.6,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.7,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,999.8,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,999.9,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1000.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1000.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1000.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1000.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1000.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1001.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1001.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1001.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1001.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,1001.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,1001.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1001.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,1001.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,1001.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1001.0,0.8355,0.8355
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1002.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1003.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1003.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1003.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1004.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1005.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1005.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1006.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1007.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1008.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1008.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1008.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1009.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1009.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1009.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1009.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1009.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1009.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1009.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1009.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1009.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1009.0,0.8356,0.8356
Chronopotentiometry,0.02,1800,10,1010.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1010.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1010.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1011.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1011.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1011.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1011.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1011.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1012.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1012.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1012.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1013.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1013.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1013.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1013.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1013.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1013.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1013.0,0.8357,0.8357
Chronopotentiometry,0.02,1800,10,1013.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1013.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1013.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1014.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1014.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1014.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1014.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1014.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1015.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1015.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1016.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1016.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1016.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1016.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1016.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1016.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1016.0,0.8358,0.8358
Chronopotentiometry,0.02,1800,10,1016.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1016.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1016.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1017.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1017.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1017.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1017.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1017.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1018.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1018.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1018.0,0.8359,0.8359
Chronopotentiometry,0.02,1800,10,1018.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1018.0,0.836,0.836
Chronopotentiometry,0.02,1800,10,1018.0,0.8359,0.8359
