Overpotential / V,<I>/A,Tafel
-0.80928545,-0.001019856831404,-2.99146079068453
-0.80830013,-0.001019676479201,-2.99153759841939
-0.80729001,-0.001018060831146,-2.99222627127059
-0.80631911,-0.001019862412992,-2.99145841383471
-0.8052953,-0.001017520580165,-2.99245679806183
-0.80431586,-0.00101857565164,-2.99200670955069
-0.80331727,-0.001018850955836,-2.99188934277685
-0.80229896,-0.001018713456061,-2.99194795726119
-0.8013159,-0.001020956648997,-2.99099269816899
-0.80030928,-0.00101938316433,-2.99166254329891
-0.79930743,-0.001019327555266,-2.99168623543866
-0.79829638,-0.001018636852779,-2.99198061574187
-0.79731288,-0.001017558787432,-2.99244049087935
-0.79631793,-0.001020083902749,-2.99136410568694
-0.79529238,-0.001020931818419,-2.99100326072712
-0.79432241,-0.001020125990113,-2.99134618761881
-0.79329836,-0.001019333231228,-2.99168381714593
-0.79229858,-0.001019103901944,-2.99178153558098
-0.79130585,-0.001020868418531,-2.99103023126117
-0.79030181,-0.001017266365251,-2.99256531471522
-0.78928956,-0.001017807713537,-2.99233426211473
-0.78829033,-0.001017873047817,-2.99230638513372
-0.78731578,-0.001017191299962,-2.99259736300163
-0.78629994,-0.001018257535718,-2.99214236718974
-0.7852898,-0.001015988463467,-2.99311122343114
-0.78430027,-0.0010171543248,-2.9926131500032
-0.78329591,-0.001019277833816,-2.99170742026562
-0.78230155,-0.001018677138068,-2.99196344050141
-0.78129468,-0.001019566692964,-2.99158436043139
-0.78029024,-0.001018139878495,-2.99219255177797
-0.77929836,-0.001018769302302,-2.99192414973289
-0.77831005,-0.00102081763565,-2.99105183568476
-0.77731513,-0.00101900674044,-2.99182294324957
-0.77632181,-0.001019489424648,-2.99161727487926
-0.77531362,-0.001016805028888,-2.99276231452641
-0.77429921,-0.001017560161098,-2.99243990459844
-0.77331746,-0.001019170039782,-2.99175335163812
-0.77230579,-0.001018588429524,-2.99200126142363
-0.77128885,-0.001017428293962,-2.99249618911396
-0.77028593,-0.00101552394543,-2.99330983174177
-0.76929563,-0.001016130790114,-2.99305038873591
-0.76828358,-0.001015951377236,-2.99312707660262
-0.76732924,-0.00101581647454,-2.99318474805009
-0.76628495,-0.001017560329564,-2.99243983269723
-0.76529316,-0.001015589260531,-2.99328190027263
-0.76429713,-0.001015256279045,-2.99342431585317
-0.76330531,-0.001017407052633,-2.99250525617891
-0.76227915,-0.001015690363116,-2.99323866812053
-0.76129717,-0.00101839029582,-2.99208574770069
-0.76029406,-0.001017305161942,-2.99254875182859
-0.75929707,-0.001016065114626,-2.9930784593585
-0.75830949,-0.001016735706202,-2.9927919244174
-0.75730833,-0.001014931814814,-2.99356313355835
-0.75630186,-0.001015599160007,-2.99327766699936
-0.75528974,-0.001016208380185,-2.99301722799194
-0.75429139,-0.001015890724957,-2.99315300474944
-0.75328251,-0.001017133574243,-2.99262200996087
-0.75230899,-0.001016644716125,-2.99283079219461
-0.75129791,-0.001017115807506,-2.99262959604743
-0.75028547,-0.001016976569124,-2.99268905299411
-0.74930551,-0.001017300626194,-2.99255068817449
-0.74830878,-0.001019894469253,-2.99144476332824
-0.74729357,-0.001014217812568,-2.99386876626691
-0.74629668,-0.001015287051184,-2.99341115270591
-0.74528977,-0.001014891949379,-2.99358019251575
-0.74429487,-0.001013262621369,-2.99427797790794
-0.7433005,-0.001013844403818,-2.99402869169746
-0.74230104,-0.001014421137119,-2.99378171013426
-0.74130831,-0.001014770878548,-2.99363200446512
-0.74030488,-0.001014468784272,-2.99376131189055
-0.73931316,-0.001012356257549,-2.99466662834536
-0.73831905,-0.001014099730662,-2.99391933262972
-0.73729155,-0.001014054084956,-2.99393888112562
-0.73629584,-0.00101521853123,-2.99344046347297
-0.73529611,-0.001015036612473,-2.99351829242241
-0.7342946,-0.001013586277487,-2.99413927781283
-0.73329235,-0.001014449593508,-2.9937695275418
-0.73228935,-0.001012934839284,-2.99441849131257
-0.73128197,-0.00101094281839,-2.99527340856331
-0.73029422,-0.001013839144674,-2.99403094453149
-0.72930478,-0.001012774978523,-2.99448703681296
-0.72830396,-0.001014245022364,-2.99385711501634
-0.72730877,-0.001013270001583,-2.99427481468601
-0.72631555,-0.001012277643438,-2.99470035461531
-0.72530235,-0.001013681768267,-2.99409836450686
-0.72429027,-0.001011617272264,-2.9949837641585
-0.72329339,-0.001012656490008,-2.99453784959931
-0.72229088,-0.001012235841817,-2.99471828901113
-0.72130438,-0.001011070612266,-2.99521851261212
-0.72029328,-0.001010929553321,-2.99527910718831
-0.71928296,-0.001010177265301,-2.99560240979468
-0.71831714,-0.001011863590529,-2.99487803084972
-0.71729376,-0.001012439607056,-2.99463087340168
-0.71628586,-0.001012992728364,-2.99439367215493
-0.71530301,-0.001014487031847,-2.99375350016655
-0.71429048,-0.001010475990535,-2.99547400110174
-0.71328329,-0.00101228318391,-2.99469797760931
-0.71229324,-0.001010730354874,-2.99536469110498
-0.71128669,-0.001008445231175,-2.9963476834149
-0.71029106,-0.001009858143826,-2.995739627881
-0.70930048,-0.001009025117865,-2.99609802264859
-0.70830183,-0.001009910861513,-2.99571695697119
-0.70726847,-0.001010363189573,-2.99552248475749
-0.70630369,-0.001008763674509,-2.99621056505957
-0.70530771,-0.001010368026379,-2.9955204057097
-0.70429575,-0.001009480955838,-2.99590186973913
-0.70331489,-0.001009042114847,-2.99609070703954
-0.70231288,-0.001009539577006,-2.99587665072878
-0.7013059,-0.001007564776474,-2.99672702343925
-0.70033807,-0.00100905403757,-2.99608557549748
-0.69932707,-0.001006942517779,-2.99699532083041
-0.69831044,-0.001007632050387,-2.9966980270761
-0.6973191,-0.001008163535761,-2.9964690145991
-0.69629639,-0.001006204807372,-2.99731361206478
-0.69529892,-0.001008540423656,-2.9963066899957
-0.6942899,-0.001008237126939,-2.99643731430935
-0.69328812,-0.001007457366696,-2.99677332315249
-0.69228957,-0.001007650056923,-2.99669026623803
-0.69132251,-0.001005782245486,-2.99749603500617
-0.69032852,-0.001006888118469,-2.99701878389619
-0.68930451,-0.001005969197938,-2.99741531686505
-0.68830086,-0.001005852207403,-2.99746582666019
-0.68731052,-0.001006230717042,-2.99730242917066
-0.68629006,-0.001003950475129,-2.99828771040695
-0.6853006,-0.001005361527342,-2.99767773814769
-0.68428532,-0.001004425624454,-2.99808221629243
-0.68328721,-0.001005685339923,-2.99753788062322
-0.68227468,-0.001007836658646,-2.99660984884001
-0.68127734,-0.001006498701457,-2.99718678108395
-0.68031899,-0.001006516559808,-2.99717907544574
-0.67928944,-0.001005816075399,-2.99748142757244
-0.67829839,-0.001003904709248,-2.9983075085177
-0.67729545,-0.001005597697502,-2.99757572971684
-0.67629001,-0.001006360068089,-2.99724660416478
-0.67528913,-0.001011414793079,-2.99507069861192
-0.67429287,-0.001005020705914,-2.99782499061007
-0.67329401,-0.001003266293693,-2.99858377831358
-0.67227188,-0.001005231302508,-2.99773399610949
-0.67129961,-0.001002633100582,-2.99885796183844
-0.67029429,-0.001003822714642,-2.99834298126586
-0.66929579,-0.001004154242989,-2.99819957231648
-0.66830976,-0.001002898559112,-2.99874299264834
-0.66730145,-0.001003372913158,-2.9985376272718
-0.66629813,-0.001001475812522,-2.99935953525201
-0.66529915,-0.001001544969087,-2.99932954623255
-0.66430036,-0.001001439554134,-2.99937525914957
-0.66330145,-0.000999870091401,-3.00005642225275
-0.66229416,-0.001001965004813,-2.99914744661459
-0.66129578,-0.001001149454189,-2.99950108507372
-0.66028497,-0.001000322126818,-2.99986012462809
-0.65929831,-0.000999718692706,-3.00012218739259
-0.65827528,-0.000999034728441,-3.00041941456868
-0.65730423,-0.000999792348593,-3.00009019122451
-0.65629566,-0.000999021459785,-3.00042518267891
-0.65527443,-0.000998145529517,-3.00080613400454
-0.65429152,-0.000999143980857,-3.00037192359962
-0.6532774,-0.000996858754506,-3.00136637276594
-0.65228281,-0.000998823998151,-3.00051103165975
-0.65129507,-0.000998249749205,-3.00076079024363
